;score10_6;score10_8;score35;dist35_10;scorephage;fe;freqAT;host;size10;size35_6;size35_7;size35_9;size35_14;sizephage_23;sizephage_21;sizephage_32;TG;Podo;Sipho;Myo;tp;Bacillus;EColi;Klebsiella;Pectobacterium;Cronobacter;output
NC_004914:120221;-0,933242378;0,2753261;0,150519433;0,381204428;-0,438403646;0,082123932;0,001259858;1;1;0;1;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0
NC_005856:pLydC;0,636729053;-0,028438701;1,491572061;1,874903412;-0,627913114;0,432198382;0,505202889;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1
NC_023567:132282;-1,650389842;-0,851295243;0,723484745;0,007779682;-0,674446005;-0,90956962;-1,006626206;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0
NC_001895:pE;0,66441825;0,723283044;1,941036167;0,381204428;-0,383434874;0,893810748;0,757174405;1;1;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1
EU056923:267079;-0,681271645;-2,049051452;-0,334596353;1,501478666;0,548207722;-1,560023408;-1,38458348;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_000924:17812;0,301691166;0,536794565;0,284743728;-0,73906981;-0,412182675;0,672943587;0,631188647;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0
NC_012418:258548;-1,373498926;-1,629932866;-0,663867606;0,007779682;0,127143468;-1,981879685;-2,01451227;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_011043:phi6.5;1,068678997;0,373376763;-1,72929921;-1,112494556;2,86849922;0,607787775;0,379217131;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1
NC_001978:108207;-3,137294027;-0,297597384;0,497088865;0,381204428;-0,329009488;-1,681500347;-1,636554996;1;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
NC_001978:lp2;-0,553901822;-0,745554339;-1,063074347;-1,859344048;3,226644398;-0,718519526;-0,880640448;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1
KU574722:148764;1,431406081;0,717515409;-0,239041033;0,754629174;-0,412182675;1,505612783;1,513088953;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
NC_005045:97384;0,689338343;0,780959943;-1,450111396;0,007779682;0,160932575;-0,697537145;-0,880640448;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_011085:p3;0,650573651;-0,074580181;-0,050018372;0,381204428;1,540691138;0,71159534;0,505202889;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
AY543070:276178;-0,62866238;-0,451402351;-1,176898851;0,754629174;-0,568480751;-0,070274409;0,001259858;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0
NC_001978:109277;-2,013116926;-1,752976903;-0,241858066;0,007779682;0,360847259;-1,577692781;-1,762540754;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0
NC_019401:209944;-1,52302001;0,809798392;0,921779308;1,12805392;-0,279937874;0,843011301;0,883160163;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
KU574722:Porf_236;0,573044137;2,019089825;0,422768042;1,874903412;-0,312114935;0,590118402;0,757174405;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1
NC_002730:98082;0,085716194;-0,286062011;-0,674348597;-0,73906981;-0,679896369;-0,16745596;-0,250711658;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0
KU574722:154456;1,029914174;-0,297597384;-0,951707871;-1,112494556;-0,78646204;0,256608989;0,001259858;1;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0
NC_019401:233656;0,210317119;0,069611973;-0,42661259;-0,73906981;-0,989804471;0,976635933;1,135131679;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
KP025626:246708;-0,019502386;-1,001255078;-0,330839851;-1,859344048;-0,252334216;-0,750545264;-0,75465469;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_000866:P18;1,187742044;2,540104149;-0,960278971;0,007779682;-0,486097148;1,246093869;1,009145921;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1
NC_011976:PR;-0,058267077;1,121253422;-0,97517093;1,501478666;0,124788231;0,692821632;0,631188647;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1
KP025626:247716;-0,650813649;2,190197913;0,81666409;0,007779682;1,659427855;-0,136534557;-0,376697416;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
NC_019401:223853;-0,061035983;0,069611973;-0,127596045;-1,485919302;-0,394751981;0,630978827;0,883160163;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
NC_021190:286732;-1,658696562;-0,609052426;-0,196571955;0,754629174;-0,07039286;-1,621866213;-1,636554996;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0
KU574722:167157;0,110636353;-0,689800047;0,964248301;1,501478666;0,504021946;-0,002909925;-0,1247259;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
KU574722:167525;1,298498436;1,307741901;-0,812062262;0,007779682;0,214159915;1,066087133;1,261117437;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
AY543070:PK28b;1,124057128;0,142669331;1,941036167;0,381204428;1,074681645;0,911480121;0,757174405;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1
NC_000866:P21;1,240351333;2,540104149;0,08301584;-0,365645064;0,548207722;0,534901612;0,631188647;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1
NC_000866:P24;1,431406081;2,540104149;-0,536324241;0,754629174;0,329066389;1,553099223;1,639074711;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
NC_019401:233237;0,456750063;0,367609083;-0,026695811;1,501478666;-0,854040253;0,98547062;1,009145921;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
NC_006949:295626;-1,470410786;0,373376763;0,267977415;0,381204428;-0,161201187;0,125193028;0,001259858;1;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0
KU574722:Porf_256;0,478901315;2,540104149;1,077945929;-1,859344048;-0,476555578;2,148336221;2,394989259;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
NC_002371:Pre;-0,479141263;-0,230307713;1,20091777;-1,112494556;-0,374494829;-0,41482718;-0,250711658;1;1;0;0;0;1;0;1;0;1;1;0;0;1;0;1;0;0;0;1
KU574722:156755;0,060796035;0,590626252;-0,812062262;0,381204428;-0,797016933;0,265443675;0,379217131;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
NC_000866:63025;1,849511427;1,301974266;0,659886843;0,754629174;-0,57073157;0,720430027;0,883160163;1;1;1;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0
NC_000866:P36;0,689338343;2,540104149;-1,536381824;-1,859344048;0,938082045;0,797733533;0,757174405;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1
NC_006949:293233;-0,839099469;0,281093781;-0,422445812;0,381204428;-0,25823331;-0,241446458;-0,250711658;1;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0
NC_005856:LpPac;-1,118759296;-1,16275032;1,134124445;1,874903412;-0,176958508;-0,697537145;-0,502683174;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1
NC_000866:P59.6;1,298498436;0,536794565;-0,332288699;0,007779682;-0,17652205;1,295788981;1,513088953;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1
NC_000866:P5R;1,849511427;1,430785939;0,497088865;0,381204428;-0,684954711;1,325606047;1,387103195;1;1;1;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1
NC_003298:54690;-1,428877123;-0,472550536;-0,525706993;1,874903412;-0,296519961;-0,984664454;-1,006626206;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0
NC_019401:211146;0,406909614;0,192655919;-0,762384893;-1,859344048;-0,438403646;0,417842016;0,379217131;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
NC_001271:124217;-0,360078184;0,069611973;0,58556602;1,501478666;0,128443048;-0,245863802;-0,250711658;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_019401:213766;-0,553901822;-0,86475321;1,134124445;0,007779682;-0,04570082;0,256608989;0,379217131;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
NC_011048:11064;-1,279356039;1,121253422;0,337358972;-1,485919302;-0,314714094;-0,174081974;-0,1247259;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0
KU574722:Porf_496;1,431406081;2,359383396;-0,946858268;0,007779682;-0,39612107;1,263763242;1,261117437;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
NC_019401:230613;-0,578822014;1,261600456;0,529466142;-1,112494556;-0,304195897;0,716012683;0,631188647;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
NC_005045:94843;-1,420570403;-0,689800047;-0,68850497;1,874903412;-0,579065289;-1,455111507;-1,510569238;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
NC_011976:298829;0,573044137;0,780959943;0,29510234;0,381204428;0,374063869;0,46422412;0,505202889;1;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0
NC_005856:p3Res;-1,099376917;0,425285935;1,279226924;-0,365645064;-0,302919159;1,314562689;1,387103195;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;1
NC_009936:245453;-2,007579113;-1,747209177;-0,583484808;0,007779682;0,518317355;-2,068017878;-1,888526512;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
EU056923:P4;0,705951782;-0,122644238;-1,496557594;-1,112494556;3,88848109;-0,816805412;-1,006626206;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_004777:phiOR;0,301691166;1,127021057;-0,876076528;-0,365645064;3,323018047;0,549257977;0,253231374;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_000866:PI-TevI;1,187742044;2,359383396;0,359064552;-0,365645064;-0,180352269;1,294684645;1,135131679;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
KU574722:181876;0,459518904;0,192655919;0,479393536;0,007779682;0,165643854;1,191981415;1,261117437;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
KU574722:Porf_436;1,215431109;0,794417818;1,583588382;0,381204428;-0,442083642;0,72484737;0,757174405;1;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1
NC_004165:C2;1,124057128;2,019089825;0,543097026;0,381204428;-0,277384384;1,565246917;1,513088953;1;1;1;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;1
NC_004665:91174;-1,420570403;-0,334126062;-0,584198518;-1,485919302;-0,217720212;-0,671033086;-0,880640448;1;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
NC_009935:238870;-1,354116581;-1,689532278;-0,641259918;0,007779682;-0,495355877;-1,069698311;-1,38458348;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
AY543070:278167;1,298498436;-0,103418618;0,659886843;0,754629174;-0,106781129;0,47747615;0,505202889;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
NC_006949:297117;-1,514713291;-1,424218785;-0,56087718;0,007779682;-0,161363534;-1,823959665;-1,762540754;1;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0
NC_000866:P147.1;1,849511427;0,677141599;0,87223198;0,007779682;0,112848075;1,02743538;1,135131679;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1
NC_005856:pRepL;-0,639738006;-0,457170031;-0,539863324;1,501478666;-0,061295792;-0,864291852;-0,880640448;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1
NC_005045:94993;0,329380231;0,461814625;-0,25845165;-1,485919302;0,098552681;-0,953743052;-1,258597722;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_002730:98128;-1,163061833;-0,726328737;0,659886843;1,501478666;-0,464271315;-0,29114157;-0,1247259;1;1;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0
NC_019401:228460;-0,792028014;0,492575634;0,150519433;0,381204428;-0,145768561;0,634291834;0,379217131;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
NC_011040:phi4.3;-0,43206982;2,359383396;-0,766364834;-0,365645064;2,827643628;0,163844782;-0,1247259;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1
NC_000866:P8;1,849511427;2,359383396;0,121945751;0,381204428;0,449079783;1,65911546;1,639074711;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
NC_019401:219004;0,038644717;-0,451402351;-1,537885644;1,501478666;0,423545037;-0,379488434;-0,250711658;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
NC_001416:25363;-1,910667319;-1,937542868;-0,033773977;0,754629174;-0,14836772;-1,700274055;-1,510569238;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0
NC_003298:phi2.5;-1,163061833;0,196501085;-0,332288699;0,007779682;3,191514141;0,229000594;0,127245616;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1
KU574722:173357;-0,16902347;0,459892065;-0,829204776;-1,859344048;-0,52772553;0,172679468;0,127245616;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0
EU056923:A1;0,395833988;-1,035861253;1,941036167;0,381204428;-0,076890765;-0,902943605;-1,132611964;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1
KU574722:181958;1,298498436;0,986674024;-0,545220292;-1,112494556;-1,123053496;0,755768772;0,883160163;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
NC_003298:A2;0,650573651;-0,080347873;1,941036167;0,754629174;-0,116515342;0,249982974;0,253231374;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1
NC_000866:63898;0,301691166;0,617542186;0,780040717;-1,859344048;0,089039558;1,263763242;1,387103195;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
NC_019401:216729;-0,0111956;0,452201824;-0,476159749;1,501478666;-0,287239527;1,1853554;0,883160163;1;1;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0
NC_011976:Psar;1,124057128;-0,197624158;0,065320426;-0,73906981;-0,711086347;0,534901612;0,505202889;1;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;1
NC_000866:65173;0,027569091;0,411828014;0,422768042;1,501478666;0,037472367;0,061141552;0,127245616;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0
NC_009935:239319;1,124057128;-1,593404176;-2,182307309;-1,112494556;-0,688993459;-1,336947576;-1,38458348;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_005856:p1UpfM;0,321073446;0,231107169;0,270539024;-1,112494556;-0,092257312;0,794420526;0,883160163;1;1;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;0;1
NC_013649:127824;-1,786066393;-2,127876467;-0,494066476;0,381204428;-0,105481549;-1,791933927;-1,888526512;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0
KU574722:159298;-0,578822014;0,809798392;0,827147735;0,381204428;-0,535285552;0,875037039;1,135131679;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
NC_000929:29268;1,068678997;0,436821342;-1,346774986;-0,73906981;0,25840114;-0,318749965;-0,1247259;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0
NC_011043:phi13;-0,490216922;-0,555220694;-0,431069641;-1,859344048;3,150658305;0,082123932;-0,1247259;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1
NC_009935:A4;0,650573651;-1,689532278;1,941036167;0,381204428;-0,62645584;-1,444068149;-1,38458348;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_001609:47506;-0,290855455;1,13471139;-1,095499872;1,501478666;-0,279625408;0,53269294;0,253231374;1;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0
NC_005856:p1Dbn;0,769636698;0,452201824;0,316595558;1,874903412;0,037472367;-0,464522291;-0,250711658;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1
NC_004777:phi2.5;-0,902784381;-0,111108871;-1,287623465;0,007779682;3,358766812;0,312930115;0,127245616;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_011043:186350;-0,720036378;-0,659039038;0,820888892;0,381204428;0,061694411;-0,616920632;-0,75465469;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
NC_002730:100420;-0,936011292;-0,516769467;0,021897776;0,007779682;-0,496605853;0,246669967;0,127245616;1;1;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0
NC_004914:118559;-1,049536567;-0,86475321;-0,249658281;0,007779682;-0,656503932;-0,320958636;-0,376697416;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0
NC_006949:293989;-1,445490562;-0,495621281;-0,909466341;0,381204428;-0,030105847;-0,94380403;-0,880640448;0;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
KU574722:183935;1,431406081;0,023470482;0,528940695;-0,73906981;-0,194396386;0,952340546;0,757174405;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
NC_013649:129094;1,124057128;0,31185479;-0,762825751;0,381204428;0,01428032;0,245565631;-0,1247259;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0
NC_019401:203218;-0,061035983;-0,080347873;0,943013805;1,501478666;-0,182905743;0,932462501;1,009145921;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
NC_004831:pC3;-0,019502386;-0,720561056;1,279226924;0,381204428;-0,383434874;0,357103547;0,379217131;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1
NC_001825:103885;0,478901315;1,307741901;-0,989327283;-0,365645064;-0,145768561;0,278695705;0,253231374;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_004665:91450;-1,049536567;-0,266836392;-0,182415623;1,12805392;0,085556867;-0,775944988;-0,75465469;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_001416:POop;0,761330044;-0,059199687;0,58556602;0,381204428;-0,839744844;0,434407053;0,379217131;1;1;1;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;1
AY543070:275227;-0,955393646;-1,979839101;0,025532899;-1,112494556;-0,122376104;-0,368445076;0,001259858;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
NC_000866:58658;-1,547940235;0,373376763;0,723484745;0,381204428;-0,712752213;1,070504477;1,261117437;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
NC_004913:86080;-0,888939832;0,333002953;-0,167476217;0,007779682;-0,022904432;-0,754962607;-0,75465469;1;1;0;1;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0
NC_000866:Pdmd;1,029914174;0,502188436;1,941036023;0,381204428;0,197320857;0,952340546;0,883160163;1;1;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1
NC_003525:113382;0,761330044;0,780959943;0,03720969;-1,112494556;-0,108080711;-0,129908542;-0,1247259;1;1;0;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0
NC_004914:115654;-1,420570403;-0,82053428;0,567677347;0,381204428;0,137540107;-0,916195635;-1,006626206;1;1;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0
AY543070:273809;-0,578822014;-0,286062011;-1,014100883;-0,73906981;-0,791658841;0,050098194;-0,1247259;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0
KU574722:159117;0,343224698;0,286861462;-0,515089744;-0,73906981;0,306085088;0,855158995;0,757174405;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
NC_004665:90199;-1,248898034;-0,951268466;-0,272372445;-1,485919302;-0,413995392;-0,651155042;-0,628668932;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
NC_005856:p2Ban;1,187742044;1,430785939;-0,937787076;-1,859344048;-0,791660359;0,399068308;0,253231374;1;1;0;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1
NC_011040:198571;0,650573651;-1,291561992;-0,536324241;0,754629174;-0,198953606;-0,369549412;-0,376697416;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
NC_011976:PL;1,124057128;0,742508646;0,659886843;0,007779682;-0,308026108;0,448763419;0,379217131;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1
NC_004665:phi10;0,060796035;0,209959007;-1,927185132;0,754629174;2,254388084;-1,121602094;-1,132611964;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_021190:285872;-1,849751309;2,190197913;0,81666409;0,007779682;-0,277026248;-0,343045352;-0,502683174;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0
NC_011976:298168;-0,886170926;1,519223801;0,058942807;-1,485919302;-0,167861441;0,720430027;0,505202889;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0
NC_000866:68083;1,068678997;1,469237143;0,295361061;0,754629174;-0,776299877;1,951764448;2,017031985;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0
NC_000929:pLyz;0,489976941;-1,214659491;1,838045649;0,007779682;0,277996838;0,074393581;0,127245616;1;1;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0;1
NC_001609:pint;0,761330044;0,069611973;1,279226924;0,754629174;-0,272277435;-0,055918043;-0,1247259;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;1
NC_002649:A1a;1,124057128;-0,347583995;1,583588382;0,381204428;-0,77736495;1,708810571;1,639074711;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
AY543070:273514;-0,792028014;0,780959943;-0,263814612;0,381204428;-0,238038822;-0,290037234;-0,376697416;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
NC_019401:Porf039;1,849511427;0,542562246;0,543097026;0,381204428;-0,004162361;1,344379756;1,387103195;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1
NC_005856:pSimA;0,14109439;2,359383396;0,029929514;-0,73906981;-0,579971417;1,712123579;1,765060469;1;0;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;1
NC_013649:P2;-0,384998376;-0,430254165;-0,483968728;-1,485919302;3,907362392;-0,518634745;-0,502683174;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1
NC_019401:219565;-1,279356039;-0,280294325;0,422768042;0,381204428;-0,748774193;0,348268861;0,505202889;1;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0
AY543070:278853;-1,395650178;-0,687877487;0,946552803;-0,73906981;0,35846888;-0,365132069;-0,376697416;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
KU574722:170153;1,240351333;-0,516769467;-1,132678388;-1,859344048;-0,510950835;0,575762036;0,757174405;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
NC_000866:62276;-0,459758918;0,379144444;0,415689876;0,381204428;-0,338106562;0,515023567;0,505202889;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0
KU574722:Porf_229;-0,088725115;2,540104149;0,659886843;1,12805392;0,290764241;1,507821455;1,387103195;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
KU574722:150663;0,456750063;-0,211082092;-0,050018372;0,007779682;-0,486097148;0,971114254;1,009145921;1;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0
NC_000866:P65.0;1,187742044;1,13471139;1,941036023;0,381204428;-0,180352269;1,553099223;1,513088953;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
NC_001978:109098;-1,229515655;-1,572256059;-0,989180884;-1,112494556;0,364966811;-1,689230697;-1,510569238;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0
NC_004167:9619;0,027569091;-0,814766599;0,404178788;-1,112494556;0,181725868;-0,157516937;0,001259858;1;1;0;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0
NC_005856:PAskilA;-0,31300674;0,069611973;1,491572061;-0,73906981;-0,907323057;0,569136022;0,631188647;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1
AY543070:282068;-0,301931081;1,301974266;0,87223198;1,12805392;0,052014132;1,630402729;1,513088953;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0
NC_001604:A2;0,650573651;0,069611973;1,941036167;0,754629174;-0,08587362;0,266548011;0,253231374;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1
NC_027375:253438;-1,30981401;-1,977916678;0,327212722;1,12805392;0,25710156;-1,979671014;-1,888526512;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
NC_000929:28852;-0,0111956;-0,720561056;0,24792358;0,007779682;-0,316963284;0,032428821;0,127245616;1;1;0;1;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0
KU574722:162968;-0,479141263;0,398370092;0,161956756;-1,485919302;0,969271961;0,401276979;0,505202889;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
NC_009935:240017;-0,061035983;-0,520614587;-0,56087718;0,007779682;-0,496655457;-1,47278088;-1,636554996;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
AY543070:PH22;1,431406081;0,550252487;1,941036167;0,007779682;-0,278661121;0,701656318;0,757174405;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1
NC_005856:31264;-0,265935264;-1,08969294;-0,68850497;-0,365645064;-0,343304882;-0,539617126;-0,628668932;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0
AY543070:282891;1,029914174;0,459892065;0,147495831;0,007779682;-0,512304282;0,778959824;0,757174405;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0
KU574722:Porf_258;1,849511427;0,780959943;1,941036171;0,007779682;-0,172691838;1,707706235;1,639074711;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1
AY543070:281297;-0,916628922;1,301974266;-0,918545563;-0,73906981;0,884799241;0,244461295;0,253231374;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
